@relation InstanceResultListener

@attribute Key_Dataset {train-weka.filters.unsupervised.attribute.Remove-R1}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.GaussianProcesses}
@attribute Key_Scheme_options {'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"','-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"','-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"'}
@attribute Key_Scheme_version_ID {-8620066949967678545}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureKernelEvaluations numeric
@attribute measureCacheHits numeric

@data
train-weka.filters.unsupervised.attribute.Remove-R1,1,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1579,163,31.654732,45.721309,16.234458,16.192247,0.987799,1153.735149,2983.570577,-1829.835428,7.07813,18.304114,-11.225984,5.691,0.408,5.473514,0.408301,36414447,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1579,158,34.26127,57.545417,15.554591,17.744195,0.986964,1102.23951,2999.156183,-1896.916673,6.976199,18.982001,-12.005802,5.837,0.406,5.514705,0.40529,36542927,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1580,163,38.568559,67.965115,19.022437,20.500142,0.984885,1110.753056,3069.428846,-1958.67579,6.814436,18.830852,-12.016416,5.81,0.392,5.43447,0.391478,36414447,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1580,161,41.114652,90.278698,19.539533,27.624196,0.971643,1124.168653,4147.89669,-3023.728037,6.982414,25.763333,-18.780919,5.737,0.4,5.487614,0.400442,36465791,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1580,158,43.229805,86.014869,18.3634,22.253029,0.986123,1112.301915,3089.030179,-1976.728264,7.039886,19.550824,-12.510938,5.841,0.401,5.522135,0.401036,36542927,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1580,156,40.087581,59.230904,21.434047,24.514029,0.970461,1065.91836,2970.129316,-1904.210956,6.83281,19.03929,-12.20648,5.926,0.397,5.550512,0.39672,36594431,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1580,162,29.683854,44.503544,15.611489,16.671485,0.987342,1117.822842,887.544968,230.277875,6.900141,5.478673,1.421468,5.723,0.405,5.511733,0.405577,36440111,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1579,165,37.758632,58.925186,18.429236,20.294704,0.982009,1158.241251,2037.999814,-879.758563,7.019644,12.351514,-5.33187,5.766,0.404,5.444746,0.40331,36363167,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1579,163,33.540475,51.299214,17.114512,17.764397,0.987607,1135.690071,2282.477851,-1146.78778,6.967424,14.002932,-7.035508,5.807,0.394,5.429001,0.393622,36414447,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1579,157,41.927633,77.49333,18.209071,23.322783,0.976706,1118.797082,3046.736503,-1927.93942,7.126096,19.405965,-12.279869,5.755,0.408,5.541925,0.407743,36568671,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1579,159,34.104865,50.60467,14.990822,15.007976,0.989905,1119.822046,2987.539092,-1867.717045,7.042906,18.789554,-11.746648,5.763,0.409,5.532789,0.408976,36517199,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1579,160,40.327658,75.454104,16.868562,19.386322,0.988568,1155.448399,3052.498339,-1897.04994,7.221552,19.078115,-11.856562,5.911,0.398,5.482553,0.397622,36491487,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1580,158,34.670139,66.363564,18.061727,22.219857,0.981426,1079.549651,3011.521073,-1931.971422,6.832593,19.06026,-12.227667,5.739,0.402,5.51838,0.401033,36542927,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1580,163,37.684817,59.881351,18.181495,19.721289,0.985171,1134.412944,2060.599615,-926.186671,6.959589,12.641715,-5.682127,5.779,0.399,5.457062,0.398494,36414447,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1580,160,38.397941,84.822922,18.919308,28.274712,0.967545,1102.607953,4094.835834,-2992.227881,6.8913,25.592724,-18.701424,5.878,0.393,5.501653,0.392904,36491487,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0544,1580,158,39.546978,77.623269,19.197194,23.19427,0.978217,1111.969276,2025.293809,-913.324533,7.03778,12.818315,-5.780535,5.747,0.401,5.523988,0.401246,36542927,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,2,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1580,151,34.326475,50.158391,19.426844,23.617915,0.971688,1013.831723,861.581846,152.249877,6.714117,5.70584,1.008277,5.933,0.411,5.618193,0.411147,36723471,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1579,167,31.49604,53.029959,17.537762,22.801077,0.97404,1142.664426,2989.674857,-1847.010432,6.842302,17.902245,-11.059943,5.781,0.407,5.566897,0.407049,36311951,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1579,157,35.475676,52.817375,17.448815,18.322012,0.98456,1092.307133,2985.646022,-1893.338889,6.95737,19.016854,-12.059483,5.746,0.413,5.533531,0.412833,36568671,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1579,156,32.000399,47.7197,19.588133,24.485029,0.967514,1038.843245,1007.396348,31.446896,6.659252,6.457669,0.201583,5.887,0.411,5.571962,0.410693,36594431,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1579,158,35.233171,59.665368,17.927499,20.027025,0.983754,1080.970963,3038.758452,-1957.787489,6.841588,19.232648,-12.39106,5.897,0.399,5.512658,0.398803,36542927,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1579,160,36.732211,57.968199,16.153382,18.241967,0.984237,1128.737411,2997.074938,-1868.337527,7.054609,18.731718,-11.67711,5.721,0.406,5.504874,0.406571,36491487,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1580,159,40.675146,80.654603,17.108917,21.54887,0.983156,1141.389649,2997.590355,-1856.200707,7.178551,18.85277,-11.674218,5.747,0.403,5.509398,0.401796,36517199,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1580,161,38.757107,60.009247,19.30706,20.711237,0.982311,1115.34398,1976.288657,-860.944677,6.927602,12.275085,-5.347482,5.9,0.402,5.496971,0.402002,36465791,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1580,152,36.924902,65.179948,18.301241,22.934139,0.976747,1049.031978,1949.080159,-900.048181,6.901526,12.822896,-5.92137,5.878,0.425,5.625595,0.425462,36697631,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0545,1580,164,43.082793,100.325638,18.263336,24.708157,0.979074,1223.866199,3934.395075,-2710.528876,7.462599,23.990214,-16.527615,5.785,0.404,5.467203,0.402756,36388799,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,3,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1580,160,42.084706,73.885812,17.730451,19.891928,0.987809,1139.680231,2154.610586,-1014.930355,7.123001,13.466316,-6.343315,5.879,0.393,5.498402,0.392921,36491487,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1579,160,36.223836,66.627471,16.02713,19.307339,0.986952,1117.969998,2388.306373,-1270.336374,6.987312,14.926915,-7.939602,5.774,0.406,5.528656,0.405931,36491487,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1579,160,32.761817,53.696769,17.295255,20.051333,0.981611,1086.045385,4060.070819,-2974.025433,6.787784,25.375443,-18.587659,5.854,0.41,5.512655,0.409961,36491487,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1579,158,42.550258,96.970068,20.262732,26.878734,0.975424,1145.152638,2187.196477,-1042.043839,7.247802,13.843016,-6.595214,5.917,0.395,5.515208,0.394919,36542927,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1579,158,36.003736,59.175468,18.737658,22.254831,0.97782,1097.017771,2318.223677,-1221.205906,6.94315,14.672302,-7.729151,5.739,0.406,5.526791,0.406498,36542927,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1579,161,31.633367,48.354877,14.103669,14.496809,0.990332,1137.531822,2281.496613,-1143.964791,7.065415,14.170786,-7.105371,5.803,0.405,5.484204,0.404199,36465791,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1580,158,37.09864,76.128981,17.527387,22.901758,0.981944,1078.547616,3564.627268,-2486.079652,6.826251,22.560932,-15.734681,5.907,0.401,5.526107,0.400697,36542927,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1580,162,37.372088,60.035157,18.0722,19.359071,0.985355,1117.347461,1105.725127,11.622334,6.897207,6.825464,0.071743,5.706,0.404,5.490159,0.403319,36440111,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0546,1580,158,40.148763,60.300877,18.066376,19.365628,0.982727,1110.738897,3048.811373,-1938.072476,7.029993,19.296275,-12.266281,5.847,0.404,5.527085,0.404397,36542927,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1580,163,37.801794,58.289625,20.865939,23.329922,0.976013,1133.284473,2861.792304,-1728.507832,6.952665,17.557008,-10.604343,5.836,0.395,5.455865,0.39487,36414447,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,4,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1580,156,37.230354,64.768025,16.870891,19.993906,0.982558,1096.442746,3039.360298,-1942.917552,7.028479,19.483079,-12.4546,5.757,0.406,5.537059,0.405913,36594431,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1579,159,43.227776,72.84582,20.950055,24.821464,0.969715,1115.446106,3075.90656,-1960.460454,7.015384,19.345324,-12.32994,5.823,0.406,5.504566,0.405156,36517199,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1579,159,30.32516,58.491886,14.715208,18.27045,0.987954,1103.637112,2960.36552,-1856.728407,6.941114,18.618651,-11.677537,5.906,0.396,5.526379,0.396132,36517199,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1579,163,44.983979,88.870942,19.090412,22.000694,0.984671,1170.570263,3258.783298,-2088.213035,7.181413,19.992536,-12.811123,5.719,0.403,5.479071,0.402832,36414447,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1579,157,33.596685,53.345021,17.163164,19.210896,0.983934,1085.385733,1089.149721,-3.763989,6.913285,6.937259,-0.023974,5.843,0.405,5.522733,0.404982,36568671,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1579,157,36.986942,54.130662,18.007687,18.342548,0.984875,1101.490387,874.099572,227.390814,7.015862,5.567513,1.448349,5.9,0.397,5.518796,0.397265,36568671,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1580,161,41.601366,95.393645,18.689953,27.21358,0.976982,1128.884324,2037.996292,-909.111968,7.011704,12.658362,-5.646658,5.703,0.402,5.483102,0.402048,36465791,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1580,158,37.990297,62.996617,18.652361,21.582233,0.97958,1092.082741,1965.914278,-873.831537,6.911916,12.442495,-5.530579,5.846,0.405,5.52714,0.404233,36542927,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0547,1580,161,37.851706,61.922886,18.537377,20.649666,0.981136,1114.315694,3054.548425,-1940.232731,6.921215,18.97235,-12.051135,5.828,0.392,5.447906,0.391875,36465791,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1580,159,34.269385,66.118191,17.352574,24.25507,0.972788,1082.205967,3957.091013,-2874.885046,6.806327,24.887365,-18.081038,5.731,0.404,5.519878,0.403346,36517199,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1580,160,32.239018,47.112322,15.764346,16.42396,0.989543,1118.906807,929.589589,189.317218,6.993168,5.809935,1.183233,5.806,0.402,5.490731,0.401323,36491487,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1579,154,41.986958,99.177186,18.062344,25.660508,0.97952,1135.620871,2079.869528,-944.248656,7.374162,13.505646,-6.131485,5.958,0.398,5.575774,0.397716,36645999,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1579,162,28.544484,46.536502,15.529733,18.520048,0.98291,1087.449859,2929.079367,-1841.629509,6.712653,18.080737,-11.368083,5.701,0.404,5.462895,0.403762,36440111,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1579,163,40.23873,77.428687,17.863077,22.567368,0.98244,1145.244117,3099.251256,-1954.00714,7.026038,19.013811,-11.987774,5.772,0.406,5.457316,0.405542,36414447,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1579,157,34.517501,57.847804,17.093435,18.716898,0.985054,1096.652894,3036.841269,-1940.188375,6.98505,19.342938,-12.357888,5.911,0.4,5.534583,0.399657,36568671,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1579,151,36.476769,60.722743,17.77795,19.552591,0.982407,1058.858327,2003.627001,-944.768674,7.012307,13.269053,-6.256746,5.835,0.414,5.599239,0.414159,36723471,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1580,164,37.359673,53.522177,18.992661,20.176459,0.981284,1147.282898,3023.015325,-1875.732426,6.995627,18.43302,-11.437393,5.701,0.406,5.472315,0.405422,36388799,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0548,1580,159,35.764657,61.306945,16.770792,20.71848,0.981276,1101.208607,2011.141462,-909.932855,6.92584,12.648688,-5.722848,5.893,0.399,5.502664,0.398647,36517199,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0549,1580,164,37.844733,58.732398,19.623529,22.262388,0.977927,1133.857873,3033.135671,-1899.277798,6.913768,18.49473,-11.580962,5.723,0.404,5.489993,0.403359,36388799,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0549,1580,161,46.361612,79.547289,19.785375,22.013995,0.984101,1155.770319,3090.991335,-1935.221016,7.178698,19.198704,-12.020006,5.747,0.401,5.504409,0.400654,36465791,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0549,1580,159,31.440853,51.690229,15.770187,16.678856,0.986805,1082.637647,2971.86589,-1889.228243,6.809042,18.69098,-11.881939,5.926,0.401,5.512963,0.401283,36517199,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0549,1579,162,38.313393,65.082549,17.581293,20.966414,0.982382,1134.007833,2034.381803,-900.37397,7.000048,12.557912,-5.557864,5.735,0.408,5.498296,0.407815,36440111,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0549,1579,161,35.833988,63.359883,18.48141,22.097839,0.978549,1105.966989,3320.495453,-2214.528464,6.86936,20.624195,-13.754835,5.795,0.408,5.476172,0.406804,36465791,4346241,511842,?,?,?
